10000, 0.000002
20000, 0.000005
30000, 0.000002
40000, 0.000002
50000, 0.000002
60000, 0.000002
70000, 0.000003
80000, 0.000002
90000, 0.000003
100000, 0.000003
110000, 0.000003
120000, 0.000004
130000, 0.000003
140000, 0.000004
150000, 0.000004
160000, 0.000009
170000, 0.000005
180000, 0.000006
190000, 0.000006
200000, 0.000007
210000, 0.000006
220000, 0.000005
230000, 0.000008
240000, 0.000006
250000, 0.000008
260000, 0.000008
270000, 0.000008
280000, 0.000011
290000, 0.000009
300000, 0.000010
310000, 0.000008
320000, 0.000014
330000, 0.000010
340000, 0.000011
350000, 0.000011
360000, 0.000015
370000, 0.000011
380000, 0.000012
390000, 0.000012
400000, 0.000016
410000, 0.000013
420000, 0.000013
430000, 0.000018
440000, 0.000014
450000, 0.000014
460000, 0.000021
470000, 0.000015
480000, 0.000016
490000, 0.000021
500000, 0.000017
510000, 0.000020
520000, 0.000016
530000, 0.000018
540000, 0.000022
550000, 0.000017
560000, 0.000023
570000, 0.000019
580000, 0.000019
590000, 0.000016
600000, 0.000017
610000, 0.000020
620000, 0.000018
630000, 0.000019
640000, 0.000016
650000, 0.000019
660000, 0.000019
670000, 0.000020
680000, 0.000019
690000, 0.000022
700000, 0.000021
710000, 0.000020
720000, 0.000024
730000, 0.000020
740000, 0.000024
750000, 0.000023
760000, 0.000024
770000, 0.000023
780000, 0.000022
790000, 0.000025
800000, 0.000025
810000, 0.000024
820000, 0.000029
830000, 0.000027
840000, 0.000027
850000, 0.000028
860000, 0.000027
870000, 0.000031
880000, 0.000029
890000, 0.000028
900000, 0.000029
910000, 0.000036
920000, 0.000027
930000, 0.000030
940000, 0.000035
950000, 0.000029
960000, 0.000032
970000, 0.000033
980000, 0.000031
990000, 0.000036
